Student_ID,Linguistic,Musical,Bodily,Logical_Mathematical,Spatial_Visualization,Interpersonal,Intrapersonal,Naturalist
S1441,11,9,12,16,8,16,17,11
S1442,12,7,12,18,7,15,19,11
S1443,13,7,12,19,7,17,20,11
S1444,14,7,12,20,7,18,16,11
S1445,13,7,12,20,7,19,17,12
S1446,12,7,12,15,7,19,19,12
S1447,11,7,12,16,7,16,16,12
S1448,12,7,12,18,7,15,17,12
S1449,13,7,12,19,7,17,19,12
S1450,14,7,12,20,7,18,20,12
S1451,12,11,19,5,7,19,18,13
S1452,11,11,17,6,7,19,16,12
S1453,13,11,18,8,7,19,17,14
S1454,14,11,16,7,7,19,19,12
S1455,11,11,15,10,7,19,20,11
S1456,12,11,20,8,7,19,19,13
S1457,13,11,19,6,5,19,18,12
S1458,12,11,18,5,6,19,17,14
S1459,11,11,19,6,8,19,18,12
S1460,13,11,19,8,7,19,15,11
S1461,14,11,17,7,10,19,18,13
S1462,11,11,18,10,8,19,16,12
S1463,12,11,16,8,6,19,17,14
S1464,13,11,15,6,7,19,19,12
S1465,12,11,20,5,7,19,20,11
S1466,12,11,19,6,5,19,19,13
S1467,11,11,18,8,6,19,18,13
S1468,13,11,19,7,8,15,17,12
S1469,14,11,17,10,7,15,18,14
S1470,11,11,18,8,10,15,15,12
S1471,12,11,16,6,8,15,18,11
S1472,13,11,15,5,6,15,18,13
S1473,12,11,20,6,7,15,16,12
S1474,11,11,19,8,7,15,17,14
S1475,13,11,18,7,7,15,19,12
S1476,14,11,20,10,7,15,20,11
S1477,11,11,19,8,5,15,19,13
S1478,12,11,18,6,6,15,18,12
S1479,13,11,17,5,8,15,17,14
S1480,12,11,16,6,7,15,18,12
S1481,11,14,16,8,10,15,15,11
S1482,13,14,19,7,8,15,18,13
S1483,14,14,17,10,6,17,16,13
S1484,11,14,16,8,7,17,17,13
S1485,12,14,15,6,7,17,19,12
S1486,13,14,20,5,7,17,20,14
S1487,13,14,19,6,7,17,19,12
S1488,13,14,18,8,5,17,18,11
S1489,13,14,17,7,6,17,17,13
S1490,13,14,16,10,8,17,18,13
S1491,11,14,17,8,7,17,16,12
S1492,11,14,19,6,10,17,17,14
S1493,11,14,17,5,8,17,19,12
S1494,11,14,16,6,6,17,20,11
S1495,11,14,15,8,9,17,19,13
S1496,11,14,20,7,9,17,18,13
S1497,11,14,19,10,9,17,17,12
S1498,11,14,18,8,9,17,18,14
S1499,11,14,17,6,9,17,15,12
S1500,11,14,16,8,9,17,16,11
S1501,5,20,18,5,11,2,11,14
S1502,6,19,18,6,11,2,11,12
S1503,7,18,18,7,12,2,12,11
S1504,8,17,18,8,12,2,12,12
S1505,9,16,18,9,13,2,13,12
S1506,10,15,18,10,12,2,12,13
S1507,10,20,18,10,12,17,12,14
S1508,9,19,18,9,13,17,13,12
S1509,8,18,18,8,13,17,13,12
S1510,7,17,18,7,14,17,14,13
S1511,6,16,18,6,14,17,14,13
S1512,5,15,18,5,11,17,11,11
S1513,5,20,18,10,12,17,12,11
S1514,6,19,18,10,13,17,13,12
S1515,7,18,17,10,14,17,14,12
S1516,8,17,17,10,12,17,12,13
S1517,9,16,17,10,11,17,11,12
S1518,10,15,17,10,12,17,12,12
S1519,10,20,17,10,12,17,12,13
S1520,9,19,17,9,13,17,13,13
S1521,8,18,17,9,14,17,14,14
S1522,7,17,17,9,12,17,12,14
S1523,6,16,17,9,11,17,11,14
S1524,5,15,17,9,11,17,11,12
S1525,5,20,17,9,12,17,12,11
S1526,6,19,17,9,12,17,12,12
S1527,7,18,17,9,13,17,13,12
S1528,8,17,17,9,12,17,12,13
S1529,9,16,16,9,12,17,12,14
S1530,10,15,16,6,13,17,13,12
S1531,10,20,16,6,13,17,13,11
S1532,9,19,16,6,14,17,14,13
S1533,8,18,16,6,14,17,14,12
S1534,7,17,16,6,14,17,14,12
S1535,6,16,16,6,12,16,12,11
S1536,5,15,16,6,11,16,11,12
S1537,5,20,16,6,12,16,12,12
S1538,6,19,16,6,13,16,13,13
S1539,7,18,16,6,14,16,14,12
S1540,8,17,16,5,12,16,12,12
S1541,9,16,16,5,11,16,11,13
S1542,10,15,16,5,12,16,12,13
S1543,10,20,16,5,12,16,12,14
S1544,9,19,16,5,13,16,13,14
S1545,8,18,15,5,11,16,11,11
S1546,7,17,15,8,12,16,12,13
S1547,6,16,15,8,12,16,12,12
S1548,5,15,15,8,12,16,12,11
S1549,7,16,15,8,13,16,13,14
S1550,6,17,15,8,13,16,13,12
S1551,5,7,20,18,11,14,5,12
S1552,6,7,18,18,11,14,6,12
S1553,7,7,17,18,12,14,7,12
S1554,8,7,18,18,12,14,5,12
S1555,9,7,19,18,13,14,6,12
S1556,10,7,16,18,12,14,7,12
S1557,10,7,17,18,12,14,5,12
S1558,9,7,18,18,13,14,6,12
S1559,8,7,19,18,13,14,7,12
S1560,7,7,20,18,14,14,5,12
S1561,6,7,18,18,14,14,6,12
S1562,5,7,17,18,11,14,7,12
S1563,7,5,18,18,12,14,5,13
S1564,7,6,19,18,13,14,6,13
S1565,6,7,16,17,14,14,7,13
S1566,7,8,17,17,12,14,8,13
S1567,8,9,18,17,11,13,9,13
S1568,7,10,19,17,12,13,10,13
S1569,9,10,20,17,12,13,8,13
S1570,7,9,18,17,13,13,9,13
S1571,5,8,17,17,14,13,10,13
S1572,7,7,18,17,12,13,8,14
S1573,8,6,19,17,11,13,9,14
S1574,7,5,16,17,11,13,10,14
S1575,5,8,17,17,12,13,8,14
S1576,6,8,18,17,12,13,9,14
S1577,7,8,19,17,13,13,10,14
S1578,8,8,20,17,12,13,8,14
S1579,9,8,18,17,12,13,9,14
S1580,10,8,17,17,13,13,10,14
S1581,10,8,18,16,13,13,5,14
S1582,9,8,19,16,14,13,7,14
S1583,8,8,16,16,14,12,6,14
S1584,7,8,17,16,14,12,8,14
S1585,6,8,18,16,12,12,5,11
S1586,5,8,19,16,11,12,7,11
S1587,8,5,20,16,12,12,6,11
S1588,10,6,18,16,13,12,8,11
S1589,8,7,17,16,14,12,5,11
S1590,10,8,18,16,12,12,7,11
S1591,9,9,19,16,11,12,6,11
S1592,10,10,16,16,12,12,8,11
S1593,7,10,17,15,12,12,5,11
S1594,6,9,18,15,13,11,7,11
S1595,5,8,19,15,11,11,6,13
S1596,10,7,19,15,12,11,8,13
S1597,8,6,19,15,12,11,5,13
S1598,10,5,17,15,12,11,7,13
S1599,5,9,17,15,13,11,6,13
S1600,6,7,17,15,13,11,8,13
S1601,20,14,16,5,5,17,15,12
S1602,19,13,17,6,5,17,15,13
S1603,18,12,15,7,6,18,15,11
S1604,17,11,18,8,6,18,15,14
S1605,16,14,20,9,7,19,15,12
S1606,15,13,17,5,7,19,15,13
S1607,20,12,16,6,8,20,15,11
S1608,19,11,17,7,8,20,15,14
S1609,18,14,15,8,5,16,15,12
S1610,17,13,18,9,5,15,15,13
S1611,20,12,20,5,6,16,15,11
S1612,19,11,19,6,6,17,15,14
S1613,18,14,17,7,7,17,16,12
S1614,17,13,17,8,7,17,16,13
S1615,16,12,16,9,8,18,16,11
S1616,15,11,17,5,5,18,16,14
S1617,20,13,15,6,5,19,16,12
S1618,19,14,18,7,6,19,16,13
S1619,18,13,20,8,6,20,16,11
S1620,17,12,19,9,7,20,16,14
S1621,20,11,17,5,7,16,16,12
S1622,19,14,18,6,8,15,16,13
S1623,18,13,16,7,5,16,16,11
S1624,17,12,17,8,5,17,17,14
S1625,16,11,15,9,6,17,17,12
S1626,15,14,18,5,6,17,17,13
S1627,20,13,20,6,7,18,17,11
S1628,19,12,19,7,7,18,17,14
S1629,18,11,17,8,8,19,17,12
S1630,17,14,18,9,5,19,17,13
S1631,20,13,18,5,5,20,17,11
S1632,19,12,16,6,6,20,17,14
S1633,18,11,17,7,6,16,17,12
S1634,17,14,15,8,7,15,19,13
S1635,16,13,18,9,7,16,19,11
S1636,15,12,20,5,8,17,19,14
S1637,20,11,19,6,5,17,19,12
S1638,19,14,17,7,5,17,19,13
S1639,18,13,16,8,6,18,19,11
S1640,17,12,17,9,6,18,19,14
S1641,20,11,15,5,7,19,19,12
S1642,19,14,18,6,7,19,19,13
S1643,18,13,20,7,8,20,19,11
S1644,17,12,19,8,5,20,19,14
S1645,16,11,17,9,5,16,19,12
S1646,15,14,16,5,6,15,20,13
S1647,20,13,17,6,6,16,20,11
S1648,19,12,15,7,7,17,20,14
S1649,18,11,18,8,7,15,20,12
S1650,19,12,20,6,5,17,20,11
S1651,5,6,18,12,6,8,13,19
S1652,6,7,17,13,5,8,12,18
S1653,7,8,16,11,6,8,12,19
S1654,5,9,15,14,5,8,12,18
S1655,6,6,20,12,6,8,12,18
S1656,7,7,17,13,5,8,12,19
S1657,5,8,18,11,6,8,12,18
S1658,6,9,19,14,5,8,12,19
S1659,7,6,17,12,7,8,12,18
S1660,8,7,18,13,6,8,12,18
S1661,9,8,17,11,7,8,12,19
S1662,10,9,16,14,6,8,12,18
S1663,8,6,15,12,6,8,12,19
S1664,9,7,20,13,7,7,12,18
S1665,10,8,17,11,6,7,12,18
S1666,8,9,18,14,7,7,13,19
S1667,9,6,19,12,6,7,13,18
S1668,10,7,17,13,5,7,13,19
S1669,8,8,18,11,7,7,13,18
S1670,9,9,17,14,6,7,13,18
S1671,10,6,16,12,7,7,13,19
S1672,6,7,15,13,6,7,13,18
S1673,6,8,20,11,5,7,13,19
S1674,6,9,17,14,7,7,13,18
S1675,6,6,18,12,6,9,13,18
S1676,6,7,19,13,7,9,13,19
S1677,6,8,17,11,6,9,13,18
S1678,6,9,16,14,7,9,13,19
S1679,6,6,18,12,7,9,13,18
S1680,7,7,17,13,6,9,14,18
S1681,7,8,16,11,7,9,14,19
S1682,7,9,15,14,6,9,14,18
S1683,7,6,20,12,7,9,14,19
S1684,7,7,17,13,7,6,14,18
S1685,7,8,18,11,6,6,14,18
S1686,8,9,19,14,7,6,14,19
S1687,8,6,17,12,6,6,14,18
S1688,8,7,16,13,8,6,14,19
S1689,8,8,18,11,7,6,14,18
S1690,8,9,17,14,6,6,14,18
S1691,8,6,16,12,7,6,14,19
S1692,8,7,15,13,6,6,12,18
S1693,8,8,20,11,9,6,12,19
S1694,9,9,17,14,7,10,12,18
S1695,9,6,18,12,6,10,12,18
S1696,9,7,19,13,7,10,12,19
S1697,9,8,17,11,6,10,12,18
S1698,9,9,15,14,9,10,12,19
S1699,9,10,18,12,10,10,12,18
S1700,9,6,15,11,7,10,12,18
S1701,5,19,5,18,10,12,19,11
S1702,8,18,7,18,10,13,18,11
S1703,9,16,9,18,10,11,17,11
S1704,6,15,6,18,10,14,15,11
S1705,7,19,10,18,10,12,16,11
S1706,8,20,7,18,10,13,20,11
S1707,9,19,5,17,10,11,19,11
S1708,6,19,5,17,10,14,18,11
S1709,7,18,7,18,10,12,17,11
S1710,8,16,9,18,9,13,16,11
S1711,9,15,6,19,9,11,19,11
S1712,10,19,10,19,9,14,18,11
S1713,6,20,7,18,9,12,17,11
S1714,9,19,9,18,9,13,15,11
S1715,9,19,9,17,9,11,16,11
S1716,9,18,9,17,9,14,20,12
S1717,9,16,9,18,9,12,19,12
S1718,8,15,9,18,9,13,18,12
S1719,9,19,5,19,9,11,17,12
S1720,6,20,7,19,8,14,16,12
S1721,7,19,9,17,8,12,19,12
S1722,8,18,6,18,8,13,18,12
S1723,9,16,10,18,8,11,17,12
S1724,6,15,7,17,8,14,15,12
S1725,7,19,10,17,8,12,16,12
S1726,8,20,7,18,8,13,20,12
S1727,9,19,7,18,8,11,19,12
S1728,10,18,7,19,8,14,18,12
S1729,6,16,5,19,8,12,17,14
S1730,7,15,7,17,8,13,16,14
S1731,8,19,9,18,7,11,19,14
S1732,9,20,6,18,7,14,18,14
S1733,6,19,10,17,7,12,17,14
S1734,7,18,7,20,7,13,15,14
S1735,8,16,9,18,7,11,16,14
S1736,9,15,5,18,7,14,20,14
S1737,6,19,7,19,7,12,19,14
S1738,7,20,9,19,7,13,18,14
S1739,8,19,6,15,7,11,17,14
S1740,9,18,10,15,6,14,16,14
S1741,10,16,7,18,6,12,19,14
S1742,6,15,6,18,6,13,18,13
S1743,9,19,5,17,6,11,17,13
S1744,6,20,7,17,6,14,15,13
S1745,7,19,9,18,6,12,16,13
S1746,8,18,6,18,6,13,20,13
S1747,9,16,10,20,6,11,19,13
S1748,10,15,7,19,6,14,18,13
S1749,6,19,5,20,6,12,17,13
S1750,5,20,8,19,6,11,16,13
S1751,12,5,6,17,14,14,18,17
S1752,13,5,6,17,12,12,18,17
S1753,11,10,6,18,13,13,18,17
S1754,14,7,6,18,11,11,18,17
S1755,12,6,6,19,14,14,19,17
S1756,13,5,6,19,14,11,18,17
S1757,11,7,6,20,12,11,16,17
S1758,14,9,6,20,13,11,15,17
S1759,12,6,6,16,11,11,19,17
S1760,13,10,6,15,14,11,20,17
S1761,11,5,6,16,14,11,19,17
S1762,14,7,6,17,14,11,19,17
S1763,12,7,6,17,14,11,18,17
S1764,13,10,10,17,12,11,16,17
S1765,11,7,7,18,13,11,15,17
S1766,14,6,6,18,11,11,19,17
S1767,12,5,5,19,14,11,20,17
S1768,13,7,7,19,14,11,19,17
S1769,11,9,9,20,12,11,19,17
S1770,14,6,6,20,13,11,18,17
S1771,12,10,10,16,11,11,16,17
S1772,13,7,8,15,14,11,15,17
S1773,11,6,8,16,14,11,19,17
S1774,14,5,10,17,14,11,20,17
S1775,12,7,7,17,12,11,19,17
S1776,13,9,6,17,13,11,18,17
S1777,11,6,5,18,11,11,16,17
S1778,14,10,7,18,14,11,15,17
S1779,12,9,9,19,14,11,19,17
S1780,13,9,6,19,14,11,20,17
S1781,11,10,10,20,14,11,19,17
S1782,14,7,8,20,14,11,18,17
S1783,12,6,5,16,12,11,16,17
S1784,13,5,10,15,13,11,15,17
S1785,11,7,7,16,11,11,19,17
S1786,14,9,6,17,14,11,20,16
S1787,12,6,5,17,13,11,19,16
S1788,13,10,7,17,14,11,18,16
S1789,11,9,9,18,12,11,16,16
S1790,14,9,6,18,13,11,15,16
S1791,12,10,10,19,11,13,19,16
S1792,13,7,10,19,14,13,20,16
S1793,11,6,7,20,13,13,19,16
S1794,14,5,6,20,14,13,18,16
S1795,12,7,5,16,12,13,16,16
S1796,13,9,7,15,13,13,15,16
S1797,11,6,9,16,11,13,19,16
S1798,14,10,6,17,14,13,20,16
S1799,12,6,10,15,11,13,19,16
S1800,11,6,5,17,13,13,18,16
S1801,19,11,6,18,7,16,11,11
S1802,18,12,10,18,7,16,13,11
S1803,16,13,8,18,7,16,14,11
S1804,15,14,5,18,7,16,12,11
S1805,19,13,10,18,7,16,12,11
S1806,20,12,7,18,7,16,12,11
S1807,19,11,6,18,7,16,11,11
S1808,19,11,5,18,7,16,13,11
S1809,18,11,7,18,7,16,14,11
S1810,16,11,9,18,7,16,12,11
S1811,15,12,6,18,7,16,12,11
S1812,19,13,10,18,7,16,12,11
S1813,20,14,10,18,7,16,12,11
S1814,19,13,7,18,7,16,11,11
S1815,19,12,6,18,7,16,13,11
S1816,18,13,5,18,7,16,14,11
S1817,16,13,7,18,7,16,12,11
S1818,15,13,9,18,7,17,11,11
S1819,19,11,6,18,7,17,11,11
S1820,20,12,10,18,7,17,11,11
S1821,19,13,5,18,7,17,11,11
S1822,18,14,6,18,7,17,13,11
S1823,16,13,10,18,7,17,14,11
S1824,15,12,8,19,7,17,12,11
S1825,19,13,5,19,7,17,11,11
S1826,20,13,10,19,7,17,13,11
S1827,19,11,7,19,7,17,11,11
S1828,18,12,6,19,7,17,13,11
S1829,16,13,5,19,7,17,14,11
S1830,15,14,7,19,7,17,12,11
S1831,19,13,9,19,7,17,13,11
S1832,20,12,6,19,7,17,13,11
S1833,19,13,10,19,7,17,11,11
S1834,18,13,10,19,7,18,13,14
S1835,16,12,7,19,7,18,14,14
S1836,15,11,6,19,7,18,12,14
S1837,19,12,5,19,7,18,14,14
S1838,20,13,7,19,9,18,14,14
S1839,19,14,9,19,9,18,14,14
S1840,18,13,6,15,9,18,14,14
S1841,16,12,10,15,9,18,14,14
S1842,15,12,10,15,9,18,11,14
S1843,19,12,8,15,9,18,13,14
S1844,20,12,5,15,9,18,14,13
S1845,19,11,10,15,9,18,12,13
S1846,18,12,7,15,9,18,14,13
S1847,16,13,6,15,9,18,11,13
S1848,15,14,5,15,9,18,13,13
S1849,19,13,7,15,9,18,14,13
S1850,20,12,9,15,9,18,12,13
S1851,16,11,5,11,6,19,19,12
S1852,17,13,5,11,5,20,19,12
S1853,19,14,5,11,7,19,18,12
S1854,15,12,5,11,9,18,19,12
S1855,17,14,5,11,6,16,18,12
S1856,19,11,5,11,10,15,19,12
S1857,16,13,5,11,10,19,17,12
S1858,17,14,5,11,8,20,15,12
S1859,19,12,5,11,5,19,19,12
S1860,15,11,5,11,10,18,16,12
S1861,17,11,5,11,7,16,18,12
S1862,19,12,5,11,6,15,19,12
S1863,20,12,5,11,5,19,17,12
S1864,16,12,5,11,7,20,15,12
S1865,17,11,5,11,9,19,19,12
S1866,19,13,5,11,6,18,16,12
S1867,15,14,5,12,5,16,19,12
S1868,17,12,5,12,7,15,19,12
S1869,19,14,5,12,9,19,18,12
S1870,20,11,5,12,6,20,19,13
S1871,16,13,6,12,10,19,17,13
S1872,17,14,6,12,10,18,15,13
S1873,19,12,6,12,8,16,19,13
S1874,15,12,6,12,5,19,16,13
S1875,17,12,6,12,10,20,19,13
S1876,19,13,6,12,7,19,17,13
S1877,20,11,6,12,6,18,17,13
S1878,16,13,6,12,5,16,17,13
S1879,17,14,6,12,7,15,18,13
S1880,19,12,6,12,9,19,19,13
S1881,15,14,6,12,6,20,17,13
S1882,17,11,6,12,5,19,15,13
S1883,19,13,6,12,7,18,19,13
S1884,20,14,6,13,9,16,16,14
S1885,16,12,6,13,6,15,17,14
S1886,17,13,6,13,10,19,17,14
S1887,19,13,6,13,10,20,18,14
S1888,15,11,6,13,8,19,19,14
S1889,17,13,6,13,5,18,17,14
S1890,19,14,6,13,10,16,15,14
S1891,17,12,6,13,8,15,19,14
S1892,17,14,6,13,5,19,16,14
S1893,16,11,6,13,10,20,17,14
S1894,17,13,7,13,7,19,18,14
S1895,19,14,7,13,6,19,19,14
S1896,15,12,7,14,5,20,17,14
S1897,17,14,7,14,7,19,15,14
S1898,19,11,7,14,9,18,19,14
S1899,18,12,7,14,6,16,16,14
S1900,16,14,7,14,5,15,17,14
S1901,19,20,11,5,9,12,17,12
S1902,18,20,11,10,9,12,15,11
S1903,17,20,13,8,9,12,16,13
S1904,15,20,11,5,9,12,19,11
S1905,16,20,14,10,9,12,17,14
S1906,19,20,12,7,9,12,15,12
S1907,18,20,11,6,9,12,17,11
S1908,19,20,11,5,9,12,15,13
S1909,19,20,11,7,9,12,16,11
S1910,17,20,13,9,9,12,19,14
S1911,15,20,11,6,9,12,17,12
S1912,16,20,14,5,9,12,15,11
S1913,19,20,12,10,9,12,17,13
S1914,18,20,11,8,9,12,15,11
S1915,19,20,11,5,9,12,16,14
S1916,19,19,11,10,9,12,19,12
S1917,19,19,13,7,9,12,17,11
S1918,19,19,11,6,9,12,15,13
S1919,19,19,14,5,9,13,17,11
S1920,17,19,12,7,9,13,15,14
S1921,15,19,11,9,9,13,16,12
S1922,16,19,11,6,9,13,19,11
S1923,19,19,13,5,9,13,17,13
S1924,18,19,11,10,9,13,15,11
S1925,19,19,14,8,8,13,17,14
S1926,19,19,12,5,8,13,15,12
S1927,19,19,11,10,8,13,16,11
S1928,19,18,12,7,8,13,19,13
S1929,18,18,11,6,8,13,17,11
S1930,18,18,13,5,8,13,15,14
S1931,17,18,11,7,8,14,17,12
S1932,15,18,14,9,8,14,15,11
S1933,16,18,12,6,8,14,16,13
S1934,19,18,11,5,8,14,19,11
S1935,17,18,12,10,8,14,17,14
S1936,15,18,11,8,8,14,15,12
S1937,16,18,13,5,8,14,17,11
S1938,19,18,11,10,8,14,15,13
S1939,18,18,14,7,8,14,16,11
S1940,18,18,12,5,7,14,19,11
S1941,18,18,11,10,7,14,17,13
S1942,18,18,13,8,6,14,15,11
S1943,17,18,11,5,6,14,17,14
S1944,15,18,13,10,7,11,15,12
S1945,16,18,11,7,5,11,17,11
S1946,19,18,14,6,9,11,15,13
S1947,18,18,12,5,8,11,16,11
S1948,17,18,11,7,7,11,19,14
S1949,17,18,13,9,7,11,17,12
S1950,17,18,14,6,7,11,15,11
S1951,17,11,19,11,8,18,7,12
S1952,18,14,19,11,5,15,8,12
S1953,19,13,19,14,10,17,5,12
S1954,20,11,19,13,7,19,10,12
S1955,19,11,19,12,6,20,7,12
S1956,18,11,19,12,8,18,6,12
S1957,17,11,19,12,5,18,8,12
S1958,16,14,19,12,10,15,5,12
S1959,17,13,19,11,7,17,10,12
S1960,18,11,19,11,6,19,7,12
S1961,19,11,19,14,8,20,6,12
S1962,20,11,19,13,5,18,8,11
S1963,19,11,19,12,10,18,5,11
S1964,18,14,19,12,7,15,10,11
S1965,17,13,19,12,6,17,7,11
S1966,16,11,19,12,8,19,6,11
S1967,17,11,19,12,5,20,8,11
S1968,18,11,19,13,10,18,5,11
S1969,19,14,19,11,7,18,10,11
S1970,20,13,16,11,6,15,7,11
S1971,19,11,16,14,8,17,6,11
S1972,18,12,16,13,5,19,8,11
S1973,17,11,16,13,10,20,5,11
S1974,16,14,16,13,7,18,10,13
S1975,17,13,16,13,6,15,7,13
S1976,18,11,16,13,8,17,6,13
S1977,19,12,16,11,5,19,5,13
S1978,20,11,16,11,10,20,8,13
S1979,19,14,16,14,7,18,5,13
S1980,18,13,16,13,6,15,10,13
S1981,17,11,16,14,8,17,7,13
S1982,16,12,16,14,5,19,6,13
S1983,17,11,16,14,10,20,8,13
S1984,18,14,16,14,7,18,5,13
S1985,19,13,16,14,6,15,10,13
S1986,20,11,16,11,8,17,7,13
S1987,19,13,16,11,5,19,6,13
S1988,18,11,17,14,10,20,8,13
S1989,17,14,17,13,7,17,5,13
S1990,16,13,17,11,6,18,10,14
S1991,16,11,17,11,8,15,7,14
S1992,17,14,17,11,5,17,6,14
S1993,18,11,17,14,10,19,8,14
S1994,19,14,17,13,7,20,5,14
S1995,20,13,17,11,6,17,10,14
S1996,19,11,17,11,8,18,7,14
S1997,18,14,17,11,5,15,6,14
S1998,17,13,17,14,10,17,9,14
S1999,16,11,17,13,7,19,8,14
S2000,17,11,17,11,6,20,7,14
S2001,12,18,12,5,10,12,15,18
S2002,13,19,13,5,9,12,15,15
S2003,14,18,14,6,7,12,15,17
S2004,11,15,11,6,6,12,15,19
S2005,14,17,12,7,5,12,15,20
S2006,13,18,12,7,9,12,15,18
S2007,12,20,13,8,8,12,15,15
S2008,11,18,14,8,7,12,15,17
S2009,12,19,11,9,6,12,15,19
S2010,13,18,12,9,5,12,15,20
S2011,14,15,12,5,9,12,15,18
S2012,11,17,13,5,10,12,15,15
S2013,14,18,14,5,10,12,15,17
S2014,13,20,11,6,9,12,15,19
S2015,12,18,12,6,7,12,15,20
S2016,11,18,13,7,6,12,15,18
S2017,12,19,14,7,5,12,17,15
S2018,13,18,11,8,9,12,17,17
S2019,14,15,12,8,8,12,17,19
S2020,11,17,12,9,7,12,17,20
S2021,14,18,13,9,6,12,17,18
S2022,13,20,14,5,5,12,17,15
S2023,12,19,11,5,9,12,17,17
S2024,11,18,14,6,10,13,17,19
S2025,12,19,12,6,10,13,17,20
S2026,13,18,13,7,9,13,17,18
S2027,14,15,14,7,7,13,17,15
S2028,11,17,11,8,6,13,17,17
S2029,14,18,14,8,5,13,17,19
S2030,13,20,12,9,9,13,17,20
S2031,12,16,13,9,8,13,17,18
S2032,11,18,14,7,7,13,18,18
S2033,13,19,11,7,6,13,18,15
S2034,12,18,12,5,5,13,18,17
S2035,13,15,13,5,9,13,18,19
S2036,14,17,14,6,10,13,18,20
S2037,11,18,11,6,10,14,18,18
S2038,14,20,14,7,9,14,18,15
S2039,13,16,12,7,7,14,18,17
S2040,12,18,13,5,6,14,18,19
S2041,11,19,14,5,5,14,18,20
S2042,13,18,11,6,9,14,18,18
S2043,12,15,11,6,8,14,18,15
S2044,13,17,12,7,7,14,18,17
S2045,14,18,13,7,6,14,18,19
S2046,11,20,14,8,5,14,20,18
S2047,14,17,12,8,9,14,20,15
S2048,13,16,13,9,10,14,20,17
S2049,12,19,14,6,8,14,20,19
S2050,11,17,11,9,7,14,20,20
S2051,11,5,5,20,19,11,13,10
S2052,12,6,6,18,19,11,13,10
S2053,14,7,5,17,19,11,13,10
S2054,11,5,7,16,19,11,13,10
S2055,12,6,8,16,19,11,13,10
S2056,14,7,7,15,19,11,13,10
S2057,11,5,8,20,19,11,13,10
S2058,12,6,9,18,19,11,13,10
S2059,14,7,10,17,19,11,13,10
S2060,11,5,5,16,19,11,13,10
S2061,12,6,6,16,18,11,13,10
S2062,14,7,5,15,18,11,13,10
S2063,11,6,7,20,18,11,13,6
S2064,12,8,8,18,18,11,13,6
S2065,14,9,7,17,18,11,13,6
S2066,11,10,8,16,18,11,13,6
S2067,12,7,9,16,18,11,13,6
S2068,14,6,10,15,18,11,14,6
S2069,11,8,5,20,18,11,14,6
S2070,12,9,6,18,18,14,14,6
S2071,14,10,5,17,18,14,14,6
S2072,11,7,7,16,18,14,14,6
S2073,12,6,8,16,17,14,14,6
S2074,14,8,7,15,17,14,14,6
S2075,14,9,8,20,17,14,12,6
S2076,13,10,9,18,17,14,12,6
S2077,12,7,10,17,17,14,12,6
S2078,11,6,5,16,17,11,12,6
S2079,12,8,6,16,17,11,12,6
S2080,14,9,5,15,17,11,12,8
S2081,14,10,7,20,17,11,12,8
S2082,13,7,8,18,17,11,12,8
S2083,12,6,7,17,15,11,12,8
S2084,11,8,8,16,15,11,12,8
S2085,12,9,9,16,15,12,12,8
S2086,14,10,10,15,15,12,13,8
S2087,14,7,5,20,15,12,13,8
S2088,13,6,6,18,15,12,13,8
S2089,12,8,5,17,15,12,13,8
S2090,11,9,7,16,15,12,13,8
S2091,12,10,8,16,15,13,13,8
S2092,14,7,7,15,15,13,13,8
S2093,14,6,8,20,15,13,13,8
S2094,13,8,9,18,15,13,13,8
S2095,12,9,10,17,19,13,12,8
S2096,11,10,5,16,19,13,12,8
S2097,14,7,6,16,19,13,12,8
S2098,13,6,7,15,19,13,12,8
S2099,12,8,8,17,19,13,12,8
S2100,11,9,9,18,19,13,12,8
S2101,5,7,11,11,10,18,16,15
S2102,6,7,12,11,9,18,16,15
S2103,7,8,14,11,8,18,16,15
S2104,8,8,11,11,7,18,16,15
S2105,8,9,12,11,10,18,16,15
S2106,7,9,14,11,9,18,16,15
S2107,6,7,11,11,8,18,16,15
S2108,5,7,12,11,7,18,16,15
S2109,5,8,14,11,10,18,16,15
S2110,6,8,11,11,9,18,16,15
S2111,7,9,12,11,8,18,16,15
S2112,8,9,14,13,7,18,16,15
S2113,8,7,11,13,10,18,16,15
S2114,7,7,12,13,9,18,16,15
S2115,6,8,14,13,8,18,16,15
S2116,5,8,11,13,7,18,16,15
S2117,5,9,12,13,10,18,16,15
S2118,6,9,14,13,9,18,16,15
S2119,7,7,11,13,8,18,16,15
S2120,8,7,12,13,7,18,16,15
S2121,8,8,14,13,10,18,16,15
S2122,7,8,11,13,9,18,16,15
S2123,6,9,12,14,8,18,16,15
S2124,5,9,14,14,7,18,16,15
S2125,5,7,14,14,10,18,16,15
S2126,6,7,13,14,9,18,16,15
S2127,7,8,12,14,8,18,16,15
S2128,8,8,11,14,7,18,16,15
S2129,8,9,12,14,10,18,16,15
S2130,7,9,14,14,9,18,16,15
S2131,6,7,14,14,8,18,16,15
S2132,5,7,13,14,7,18,16,15
S2133,5,8,12,14,10,18,16,15
S2134,6,8,11,13,9,18,16,15
S2135,7,9,12,13,8,18,16,15
S2136,8,9,14,13,7,18,16,15
