Sr_No,Job_Profession,Student,Linguistic,Musical,Bodily,Logical_Mathematical,Spatial_Visualization,Interpersonal,Intrapersonal,Naturalist,Student_ID,P1,P2,P3,P4,P5,P6,P7,P8,Dominant_Intelligence,Average_Intelligence_Score,Average_Performance,Performance_Category
43,Fashion Designer,S2128,8,8,11,14,7,18,16,15,S2128,POOR,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Interpersonal,12.12,2.0,Good
43,Fashion Designer,S2129,8,9,12,14,10,18,16,15,S2129,POOR,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Interpersonal,12.75,2.0,Good
43,Fashion Designer,S2130,7,9,14,14,9,18,16,15,S2130,POOR,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Interpersonal,12.75,2.0,Good
43,Fashion Designer,S2131,6,7,14,14,8,18,16,15,S2131,POOR,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Interpersonal,12.25,2.0,Good
43,Fashion Designer,S2132,5,7,13,14,7,18,16,15,S2132,POOR,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Interpersonal,11.88,2.0,Good
43,Fashion Designer,S2133,5,8,12,14,10,18,16,15,S2133,POOR,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Interpersonal,12.25,2.0,Good
43,Fashion Designer,S2134,6,8,11,13,9,18,16,15,S2134,POOR,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Interpersonal,12.0,2.0,Good
43,Fashion Designer,S2135,7,9,12,13,8,18,16,15,S2135,POOR,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Interpersonal,12.25,2.0,Good
43,Fashion Designer,S2136,8,9,14,13,7,18,16,15,S2136,POOR,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Interpersonal,12.5,2.0,Good
43,Fashion Designer,S2137,8,7,14,13,10,18,16,15,S2137,POOR,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Interpersonal,12.62,2.0,Good
43,Fashion Designer,S2138,7,7,13,13,9,18,16,15,S2138,POOR,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Interpersonal,12.25,2.0,Good
43,Fashion Designer,S2139,6,8,12,13,8,18,16,15,S2139,POOR,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Interpersonal,12.0,2.0,Good
43,Fashion Designer,S2140,5,8,11,13,7,18,16,15,S2140,POOR,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Interpersonal,11.62,2.0,Good
43,Fashion Designer,S2141,5,9,12,13,10,18,16,15,S2141,POOR,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Interpersonal,12.25,2.0,Good
43,Fashion Designer,S2142,6,9,14,12,9,18,16,15,S2142,POOR,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Interpersonal,12.38,2.0,Good
43,Fashion Designer,S2143,7,7,14,12,8,18,16,15,S2143,POOR,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Interpersonal,12.12,2.0,Good
43,Fashion Designer,S2144,8,7,13,12,7,18,16,15,S2144,POOR,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Interpersonal,12.0,2.0,Good
43,Fashion Designer,S2145,8,8,12,12,10,18,16,15,S2145,POOR,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Interpersonal,12.38,2.0,Good
43,Fashion Designer,S2146,7,8,11,12,9,18,16,15,S2146,POOR,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Interpersonal,12.0,2.0,Good
43,Fashion Designer,S2147,6,9,14,12,8,18,16,15,S2147,POOR,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Interpersonal,12.25,2.0,Good
43,Fashion Designer,S2148,5,9,13,12,7,18,16,15,S2148,POOR,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Interpersonal,11.88,2.0,Good
43,Fashion Designer,S2149,6,8,12,12,6,18,16,15,S2149,POOR,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Interpersonal,11.62,2.0,Good
43,Fashion Designer,S2150,8,6,11,12,7,18,16,15,S2150,POOR,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Interpersonal,11.62,2.0,Good
44,Interior Decorator,S2151,11,7,5,20,16,17,12,14,S2151,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Logical_Mathematical,12.75,2.12,Good
44,Interior Decorator,S2152,12,7,6,19,16,17,12,14,S2152,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Logical_Mathematical,12.88,2.12,Good
44,Interior Decorator,S2153,13,7,7,18,16,17,12,14,S2153,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Logical_Mathematical,13.0,2.12,Good
44,Interior Decorator,S2154,12,7,8,17,16,17,12,14,S2154,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Logical_Mathematical,12.88,2.12,Good
44,Interior Decorator,S2155,14,7,8,16,16,17,12,14,S2155,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Interpersonal,13.0,2.12,Good
44,Interior Decorator,S2156,11,7,7,15,16,17,12,14,S2156,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Interpersonal,12.38,2.12,Good
44,Interior Decorator,S2157,12,7,6,20,16,17,12,14,S2157,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Logical_Mathematical,13.0,2.12,Good
44,Interior Decorator,S2158,13,7,5,19,16,17,12,14,S2158,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Logical_Mathematical,12.88,2.12,Good
44,Interior Decorator,S2159,12,7,5,18,16,17,12,14,S2159,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Logical_Mathematical,12.62,2.12,Good
44,Interior Decorator,S2160,14,7,6,17,16,17,12,14,S2160,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Logical_Mathematical,12.88,2.12,Good
44,Interior Decorator,S2161,11,7,7,16,16,17,13,14,S2161,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Interpersonal,12.62,2.12,Good
44,Interior Decorator,S2162,12,7,8,15,16,17,13,11,S2162,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Interpersonal,12.38,2.12,Good
44,Interior Decorator,S2163,13,7,8,20,16,17,13,11,S2163,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Logical_Mathematical,13.12,2.12,Good
44,Interior Decorator,S2164,12,7,7,19,16,18,13,11,S2164,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Logical_Mathematical,12.88,2.12,Good
44,Interior Decorator,S2165,14,7,6,18,16,18,13,11,S2165,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Logical_Mathematical,12.88,2.12,Good
44,Interior Decorator,S2166,11,7,5,17,16,18,13,11,S2166,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Interpersonal,12.25,2.12,Good
44,Interior Decorator,S2167,12,7,5,16,15,18,13,11,S2167,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Interpersonal,12.12,2.12,Good
44,Interior Decorator,S2168,13,7,6,15,15,18,13,11,S2168,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Interpersonal,12.25,2.12,Good
44,Interior Decorator,S2169,12,7,7,20,15,18,13,11,S2169,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Logical_Mathematical,12.88,2.12,Good
44,Interior Decorator,S2170,14,7,8,19,15,18,13,11,S2170,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Logical_Mathematical,13.12,2.12,Good
44,Interior Decorator,S2171,11,7,8,18,15,18,13,11,S2171,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Logical_Mathematical,12.62,2.12,Good
44,Interior Decorator,S2172,12,7,7,17,15,18,12,11,S2172,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Interpersonal,12.38,2.12,Good
44,Interior Decorator,S2173,13,7,6,16,15,18,12,13,S2173,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Interpersonal,12.5,2.12,Good
44,Interior Decorator,S2174,12,7,5,15,15,18,12,13,S2174,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Interpersonal,12.12,2.12,Good
44,Interior Decorator,S2175,14,7,5,20,15,18,12,13,S2175,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Logical_Mathematical,13.0,2.12,Good
44,Interior Decorator,S2176,11,7,6,19,15,18,12,13,S2176,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Logical_Mathematical,12.62,2.12,Good
44,Interior Decorator,S2177,12,7,7,18,15,15,12,13,S2177,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Logical_Mathematical,12.38,2.12,Good
44,Interior Decorator,S2178,13,7,8,17,15,15,12,13,S2178,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Logical_Mathematical,12.5,2.12,Good
44,Interior Decorator,S2179,12,7,8,16,15,15,12,13,S2179,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Logical_Mathematical,12.25,2.12,Good
44,Interior Decorator,S2180,14,7,7,15,15,15,12,13,S2180,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Logical_Mathematical,12.25,2.12,Good
44,Interior Decorator,S2181,11,7,6,20,15,15,12,13,S2181,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Logical_Mathematical,12.38,2.12,Good
44,Interior Decorator,S2182,12,7,5,19,15,15,12,13,S2182,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Logical_Mathematical,12.25,2.12,Good
44,Interior Decorator,S2183,13,7,5,18,18,15,14,11,S2183,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Logical_Mathematical,12.62,2.12,Good
44,Interior Decorator,S2184,12,7,6,17,18,15,14,11,S2184,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Spatial_Visualization,12.5,2.12,Good
44,Interior Decorator,S2185,14,7,7,16,18,15,14,11,S2185,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Spatial_Visualization,12.75,2.12,Good
44,Interior Decorator,S2186,11,7,8,15,18,19,14,11,S2186,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Interpersonal,12.88,2.12,Good
44,Interior Decorator,S2187,12,7,8,20,18,19,14,11,S2187,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Logical_Mathematical,13.62,2.12,Good
44,Interior Decorator,S2188,13,7,7,19,18,19,14,11,S2188,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Logical_Mathematical,13.5,2.12,Good
44,Interior Decorator,S2189,12,7,6,18,18,19,14,11,S2189,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Interpersonal,13.12,2.12,Good
44,Interior Decorator,S2190,14,7,5,17,18,19,14,11,S2190,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Interpersonal,13.12,2.12,Good
44,Interior Decorator,S2191,11,7,5,16,18,19,14,11,S2191,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Interpersonal,12.62,2.12,Good
44,Interior Decorator,S2192,12,7,6,15,18,19,14,11,S2192,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Interpersonal,12.75,2.12,Good
44,Interior Decorator,S2193,13,7,7,20,18,19,14,11,S2193,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Logical_Mathematical,13.62,2.12,Good
44,Interior Decorator,S2194,12,7,8,19,18,19,14,11,S2194,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Logical_Mathematical,13.5,2.12,Good
44,Interior Decorator,S2195,14,7,8,18,18,19,14,11,S2195,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Interpersonal,13.62,2.12,Good
44,Interior Decorator,S2196,11,7,7,17,19,19,14,11,S2196,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Spatial_Visualization,13.12,2.12,Good
44,Interior Decorator,S2197,12,7,6,16,19,19,14,11,S2197,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Spatial_Visualization,13.0,2.12,Good
44,Interior Decorator,S2198,13,7,5,15,19,19,14,11,S2198,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Spatial_Visualization,12.88,2.12,Good
44,Interior Decorator,S2199,12,7,6,17,19,19,14,11,S2199,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Spatial_Visualization,13.12,2.12,Good
44,Interior Decorator,S2200,14,7,8,16,19,19,14,11,S2200,AVG,POOR,POOR,BEST,BEST,BEST,AVG,AVG,Spatial_Visualization,13.5,2.12,Good
45,Pilot,S2201,6,5,18,19,11,13,7,20,S2201,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Naturalist,12.38,2.0,Good
45,Pilot,S2202,6,6,17,19,12,13,7,19,S2202,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Logical_Mathematical,12.38,2.0,Good
45,Pilot,S2203,6,7,16,19,13,13,8,18,S2203,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Logical_Mathematical,12.5,2.0,Good
45,Pilot,S2204,6,8,16,19,12,13,8,17,S2204,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Logical_Mathematical,12.38,2.0,Good
45,Pilot,S2205,6,8,18,19,14,13,7,20,S2205,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Naturalist,13.12,2.0,Good
45,Pilot,S2206,6,7,17,19,11,13,6,19,S2206,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Logical_Mathematical,12.25,2.0,Good
45,Pilot,S2207,6,6,16,19,12,13,5,18,S2207,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Logical_Mathematical,11.88,2.0,Good
45,Pilot,S2208,6,5,16,19,13,13,5,17,S2208,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Logical_Mathematical,11.75,2.0,Good
45,Pilot,S2209,6,5,18,19,12,13,6,20,S2209,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Naturalist,12.38,2.0,Good
45,Pilot,S2210,6,6,17,19,14,13,7,19,S2210,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Logical_Mathematical,12.62,2.0,Good
45,Pilot,S2211,6,7,16,19,11,13,8,18,S2211,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Logical_Mathematical,12.25,2.0,Good
45,Pilot,S2212,6,8,16,19,12,13,7,17,S2212,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Logical_Mathematical,12.25,2.0,Good
45,Pilot,S2213,6,8,18,19,13,13,6,20,S2213,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Naturalist,12.88,2.0,Good
45,Pilot,S2214,8,7,17,19,12,13,7,19,S2214,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Logical_Mathematical,12.75,2.0,Good
45,Pilot,S2215,8,6,16,19,14,13,7,18,S2215,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Logical_Mathematical,12.62,2.0,Good
45,Pilot,S2216,8,5,16,19,11,13,9,17,S2216,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Logical_Mathematical,12.25,2.0,Good
45,Pilot,S2217,8,5,18,19,12,13,9,20,S2217,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Naturalist,13.0,2.0,Good
45,Pilot,S2218,8,6,17,19,13,13,8,19,S2218,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Logical_Mathematical,12.88,2.0,Good
45,Pilot,S2219,8,7,16,19,12,13,8,18,S2219,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Logical_Mathematical,12.62,2.0,Good
45,Pilot,S2220,8,8,16,17,14,13,7,17,S2220,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Logical_Mathematical,12.5,2.0,Good
45,Pilot,S2221,8,8,16,17,11,14,6,20,S2221,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Naturalist,12.5,2.0,Good
45,Pilot,S2222,8,7,16,17,12,14,9,19,S2222,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Naturalist,12.75,2.0,Good
45,Pilot,S2223,8,6,18,17,13,14,5,18,S2223,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Bodily,12.38,2.0,Good
45,Pilot,S2224,8,5,17,17,12,14,5,17,S2224,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Bodily,11.88,2.0,Good
45,Pilot,S2225,8,5,16,17,14,14,6,20,S2225,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Naturalist,12.5,2.0,Good
45,Pilot,S2226,8,6,16,17,11,14,7,19,S2226,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Naturalist,12.25,2.0,Good
45,Pilot,S2227,9,7,18,17,12,14,7,18,S2227,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Bodily,12.75,2.0,Good
45,Pilot,S2228,9,8,17,17,13,14,6,17,S2228,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Bodily,12.62,2.0,Good
45,Pilot,S2229,9,8,16,17,12,14,8,20,S2229,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Naturalist,13.0,2.0,Good
45,Pilot,S2230,9,7,16,17,14,14,8,19,S2230,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Naturalist,13.0,2.0,Good
45,Pilot,S2231,9,6,16,17,11,14,8,18,S2231,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Naturalist,12.38,2.0,Good
45,Pilot,S2232,9,5,16,17,12,14,8,17,S2232,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Logical_Mathematical,12.25,2.0,Good
45,Pilot,S2233,9,5,18,15,13,14,8,20,S2233,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Naturalist,12.75,2.0,Good
45,Pilot,S2234,9,6,17,15,12,14,7,19,S2234,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Naturalist,12.38,2.0,Good
45,Pilot,S2235,9,7,16,15,14,14,6,18,S2235,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Naturalist,12.38,2.0,Good
45,Pilot,S2236,10,8,16,15,11,12,5,17,S2236,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Naturalist,11.75,2.0,Good
45,Pilot,S2237,10,8,18,15,12,12,5,20,S2237,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Naturalist,12.5,2.0,Good
45,Pilot,S2238,10,7,17,15,13,12,6,19,S2238,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Naturalist,12.38,2.0,Good
45,Pilot,S2239,10,6,16,15,12,12,7,18,S2239,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Naturalist,12.0,2.0,Good
45,Pilot,S2240,10,5,16,15,14,12,8,17,S2240,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Naturalist,12.12,2.0,Good
45,Pilot,S2241,10,5,16,15,11,12,5,20,S2241,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Naturalist,11.75,2.0,Good
45,Pilot,S2242,10,6,16,15,12,12,5,19,S2242,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Naturalist,11.88,2.0,Good
45,Pilot,S2243,5,7,18,15,13,12,6,18,S2243,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Bodily,11.75,2.0,Good
45,Pilot,S2244,5,8,17,15,12,12,7,17,S2244,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Bodily,11.62,2.0,Good
45,Pilot,S2245,5,8,16,15,14,12,5,20,S2245,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Naturalist,11.88,2.0,Good
45,Pilot,S2246,5,7,16,15,11,12,5,19,S2246,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Naturalist,11.25,2.0,Good
45,Pilot,S2247,5,6,18,15,12,12,5,18,S2247,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Bodily,11.38,2.0,Good
45,Pilot,S2248,6,5,17,15,13,12,6,17,S2248,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Bodily,11.38,2.0,Good
45,Pilot,S2249,7,6,16,15,12,12,7,16,S2249,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Bodily,11.38,2.0,Good
45,Pilot,S2250,5,8,16,15,14,12,5,17,S2250,POOR,POOR,BEST,BEST,AVG,AVG,POOR,BEST,Naturalist,11.5,2.0,Good
46,Psychologist,S2251,12,11,5,20,7,18,20,13,S2251,AVG,AVG,POOR,BEST,POOR,BEST,BEST,AVG,Logical_Mathematical,13.25,2.12,Good
46,Psychologist,S2252,12,12,5,20,7,17,17,13,S2252,AVG,AVG,POOR,BEST,POOR,BEST,BEST,AVG,Logical_Mathematical,12.88,2.12,Good
46,Psychologist,S2253,12,13,5,20,7,20,20,12,S2253,AVG,AVG,POOR,BEST,POOR,BEST,BEST,AVG,Logical_Mathematical,13.62,2.12,Good
46,Psychologist,S2254,12,12,5,20,7,19,19,12,S2254,AVG,AVG,POOR,BEST,POOR,BEST,BEST,AVG,Logical_Mathematical,13.25,2.12,Good
46,Psychologist,S2255,12,14,5,19,7,18,18,14,S2255,AVG,AVG,POOR,BEST,POOR,BEST,BEST,AVG,Logical_Mathematical,13.38,2.12,Good
46,Psychologist,S2256,12,11,5,18,7,17,17,11,S2256,AVG,AVG,POOR,BEST,POOR,BEST,BEST,AVG,Logical_Mathematical,12.25,2.12,Good
46,Psychologist,S2257,11,12,5,17,7,20,20,11,S2257,AVG,AVG,POOR,BEST,POOR,BEST,BEST,AVG,Interpersonal,12.88,2.12,Good
46,Psychologist,S2258,12,13,5,20,7,18,19,13,S2258,AVG,AVG,POOR,BEST,POOR,BEST,BEST,AVG,Logical_Mathematical,13.38,2.12,Good
46,Psychologist,S2259,13,12,5,19,7,17,18,13,S2259,AVG,AVG,POOR,BEST,POOR,BEST,BEST,AVG,Logical_Mathematical,13.0,2.12,Good
46,Psychologist,S2260,12,14,5,18,7,20,20,12,S2260,AVG,AVG,POOR,BEST,POOR,BEST,BEST,AVG,Interpersonal,13.5,2.12,Good
46,Psychologist,S2261,14,11,5,17,7,19,17,12,S2261,AVG,AVG,POOR,BEST,POOR,BEST,BEST,AVG,Interpersonal,12.75,2.12,Good
46,Psychologist,S2262,11,12,5,20,7,18,20,14,S2262,AVG,AVG,POOR,BEST,POOR,BEST,BEST,AVG,Logical_Mathematical,13.38,2.12,Good
46,Psychologist,S2263,12,13,5,20,7,17,19,11,S2263,AVG,AVG,POOR,BEST,POOR,BEST,BEST,AVG,Logical_Mathematical,13.0,2.12,Good
46,Psychologist,S2264,13,12,5,20,7,20,18,11,S2264,AVG,AVG,POOR,BEST,POOR,BEST,BEST,AVG,Logical_Mathematical,13.25,2.12,Good
46,Psychologist,S2265,12,14,5,20,7,18,17,13,S2265,AVG,AVG,POOR,BEST,POOR,BEST,BEST,AVG,Logical_Mathematical,13.25,2.12,Good
46,Psychologist,S2266,14,11,5,20,7,17,20,13,S2266,AVG,AVG,POOR,BEST,POOR,BEST,BEST,AVG,Logical_Mathematical,13.38,2.12,Good
46,Psychologist,S2267,11,11,5,19,7,20,19,12,S2267,AVG,AVG,POOR,BEST,POOR,BEST,BEST,AVG,Interpersonal,13.0,2.12,Good
46,Psychologist,S2268,12,11,5,19,6,19,18,12,S2268,AVG,AVG,POOR,BEST,POOR,BEST,BEST,AVG,Logical_Mathematical,12.75,2.12,Good
46,Psychologist,S2269,13,11,5,19,6,18,20,14,S2269,AVG,AVG,POOR,BEST,POOR,BEST,BEST,AVG,Intrapersonal,13.25,2.12,Good
46,Psychologist,S2270,12,11,5,19,6,17,17,11,S2270,AVG,AVG,POOR,BEST,POOR,BEST,BEST,AVG,Logical_Mathematical,12.25,2.12,Good
46,Psychologist,S2271,14,11,5,19,6,20,20,11,S2271,AVG,AVG,POOR,BEST,POOR,BEST,BEST,AVG,Interpersonal,13.25,2.12,Good
46,Psychologist,S2272,14,12,5,19,6,18,19,13,S2272,AVG,AVG,POOR,BEST,POOR,BEST,BEST,AVG,Logical_Mathematical,13.25,2.12,Good
46,Psychologist,S2273,14,12,5,18,6,17,18,13,S2273,AVG,AVG,POOR,BEST,POOR,BEST,BEST,AVG,Logical_Mathematical,12.88,2.12,Good
46,Psychologist,S2274,14,11,6,17,6,20,17,13,S2274,AVG,AVG,POOR,BEST,POOR,BEST,BEST,AVG,Interpersonal,13.0,2.12,Good
46,Psychologist,S2275,14,12,6,20,6,19,20,12,S2275,AVG,AVG,POOR,BEST,POOR,BEST,BEST,AVG,Logical_Mathematical,13.62,2.12,Good
46,Psychologist,S2276,14,13,6,19,6,18,19,12,S2276,AVG,AVG,POOR,BEST,POOR,BEST,BEST,AVG,Logical_Mathematical,13.38,2.12,Good
46,Psychologist,S2277,14,12,6,18,6,17,18,14,S2277,AVG,AVG,POOR,BEST,POOR,BEST,BEST,AVG,Logical_Mathematical,13.12,2.12,Good
46,Psychologist,S2278,14,14,6,17,6,20,20,11,S2278,AVG,AVG,POOR,BEST,POOR,BEST,BEST,AVG,Interpersonal,13.5,2.12,Good
46,Psychologist,S2279,11,11,6,19,6,18,17,11,S2279,AVG,AVG,POOR,BEST,POOR,BEST,BEST,AVG,Logical_Mathematical,12.38,2.12,Good
46,Psychologist,S2280,12,12,6,19,6,17,20,13,S2280,AVG,AVG,POOR,BEST,POOR,BEST,BEST,AVG,Intrapersonal,13.12,2.12,Good
46,Psychologist,S2281,13,13,6,19,6,20,19,13,S2281,AVG,AVG,POOR,BEST,POOR,BEST,BEST,AVG,Interpersonal,13.62,2.12,Good
46,Psychologist,S2282,12,12,6,19,9,19,18,13,S2282,AVG,AVG,POOR,BEST,POOR,BEST,BEST,AVG,Logical_Mathematical,13.5,2.12,Good
46,Psychologist,S2283,14,14,6,18,9,18,17,12,S2283,AVG,AVG,POOR,BEST,POOR,BEST,BEST,AVG,Logical_Mathematical,13.5,2.12,Good
46,Psychologist,S2284,11,11,6,17,9,17,20,12,S2284,AVG,AVG,POOR,BEST,POOR,BEST,BEST,AVG,Intrapersonal,12.88,2.12,Good
46,Psychologist,S2285,12,12,6,20,9,20,19,14,S2285,AVG,AVG,POOR,BEST,POOR,BEST,BEST,AVG,Logical_Mathematical,14.0,2.12,Good
46,Psychologist,S2286,13,13,6,19,9,18,18,11,S2286,AVG,AVG,POOR,BEST,POOR,BEST,BEST,AVG,Logical_Mathematical,13.38,2.12,Good
46,Psychologist,S2287,12,12,6,18,9,17,20,11,S2287,AVG,AVG,POOR,BEST,POOR,BEST,BEST,AVG,Intrapersonal,13.12,2.12,Good
46,Psychologist,S2288,14,14,6,17,9,20,17,13,S2288,AVG,AVG,POOR,BEST,POOR,BEST,BEST,AVG,Interpersonal,13.75,2.12,Good
46,Psychologist,S2289,11,11,6,18,9,19,20,13,S2289,AVG,AVG,POOR,BEST,POOR,BEST,BEST,AVG,Intrapersonal,13.38,2.12,Good
46,Psychologist,S2290,12,11,6,18,9,18,19,13,S2290,AVG,AVG,POOR,BEST,POOR,BEST,BEST,AVG,Intrapersonal,13.25,2.12,Good
46,Psychologist,S2291,13,11,6,18,9,17,18,12,S2291,AVG,AVG,POOR,BEST,POOR,BEST,BEST,AVG,Logical_Mathematical,13.0,2.12,Good
46,Psychologist,S2292,12,11,9,19,9,20,17,12,S2292,AVG,AVG,POOR,BEST,POOR,BEST,BEST,AVG,Interpersonal,13.62,2.12,Good
