Student_ID,Job_Profession,Dominant_Intelligence,Average_Intelligence_Score,Average_Performance,Performance_Category
S1993,Broadcaster,Interpersonal,13.88,2.12,Good
S1994,Broadcaster,Interpersonal,13.62,2.12,Good
S1995,Broadcaster,Linguistic,13.5,2.12,Good
S1996,Broadcaster,Linguistic,13.12,2.12,Good
S1997,Broadcaster,Linguistic,12.5,2.12,Good
S1998,Broadcaster,Linguistic,13.88,2.12,Good
S1999,Broadcaster,Interpersonal,13.12,2.12,Good
S2000,Broadcaster,Interpersonal,12.88,2.12,Good
S2001,Artist,Musical,12.75,2.12,Good
S2002,Artist,Musical,12.62,2.12,Good
S2003,Artist,Musical,12.88,2.12,Good
S2004,Artist,Naturalist,11.88,2.12,Good
S2005,Artist,Naturalist,12.75,2.12,Good
S2006,Artist,Musical,13.0,2.12,Good
S2007,Artist,Musical,12.88,2.12,Good
S2008,Artist,Musical,12.75,2.12,Good
S2009,Artist,Musical,12.88,2.12,Good
S2010,Artist,Naturalist,13.0,2.12,Good
S2011,Artist,Naturalist,12.5,2.12,Good
S2012,Artist,Musical,12.25,2.12,Good
S2013,Artist,Musical,13.12,2.12,Good
S2014,Artist,Musical,13.12,2.12,Good
S2015,Artist,Naturalist,12.75,2.12,Good
S2016,Artist,Musical,12.5,2.12,Good
S2017,Artist,Musical,12.62,2.12,Good
S2018,Artist,Musical,13.12,2.12,Good
S2019,Artist,Naturalist,13.12,2.12,Good
S2020,Artist,Naturalist,13.12,2.12,Good
S2021,Artist,Musical,13.38,2.12,Good
S2022,Artist,Musical,12.62,2.12,Good
S2023,Artist,Musical,12.75,2.12,Good
S2024,Artist,Naturalist,13.5,2.12,Good
S2025,Artist,Naturalist,13.62,2.12,Good
S2026,Artist,Musical,13.5,2.12,Good
S2027,Artist,Intrapersonal,12.75,2.12,Good
S2028,Artist,Musical,12.5,2.12,Good
S2029,Artist,Naturalist,13.5,2.12,Good
S2030,Artist,Musical,14.12,2.12,Good
S2031,Artist,Naturalist,13.25,2.12,Good
S2032,Artist,Musical,13.25,2.12,Good
S2033,Artist,Musical,12.75,2.12,Good
S2034,Artist,Musical,12.5,2.12,Good
S2035,Artist,Naturalist,13.12,2.12,Good
S2036,Artist,Naturalist,14.0,2.12,Good
S2037,Artist,Musical,13.25,2.12,Good
S2038,Artist,Musical,13.88,2.12,Good
S2039,Artist,Intrapersonal,13.0,2.12,Good
S2040,Artist,Naturalist,13.12,2.12,Good
S2041,Artist,Naturalist,13.25,2.12,Good
S2042,Artist,Musical,13.38,2.12,Good
S2043,Artist,Intrapersonal,12.38,2.12,Good
S2044,Artist,Intrapersonal,13.12,2.12,Good
S2045,Artist,Naturalist,13.62,2.12,Good
S2046,Artist,Musical,13.75,2.12,Good
S2047,Artist,Intrapersonal,13.62,2.12,Good
S2048,Artist,Intrapersonal,14.0,2.12,Good
S2049,Artist,Intrapersonal,14.0,2.12,Good
S2050,Artist,Intrapersonal,13.62,2.12,Good
S2051,Graphic Designer,Logical_Mathematical,11.75,1.88,Average
S2052,Graphic Designer,Spatial_Visualization,11.88,1.88,Average
S2053,Graphic Designer,Spatial_Visualization,12.0,1.88,Average
S2054,Graphic Designer,Spatial_Visualization,11.5,1.88,Average
S2055,Graphic Designer,Spatial_Visualization,11.88,1.88,Average
S2056,Graphic Designer,Spatial_Visualization,12.0,1.88,Average
S2057,Graphic Designer,Logical_Mathematical,12.12,1.88,Average
S2058,Graphic Designer,Spatial_Visualization,12.25,1.88,Average
S2059,Graphic Designer,Spatial_Visualization,12.62,1.88,Average
S2060,Graphic Designer,Spatial_Visualization,11.25,1.88,Average
S2061,Graphic Designer,Spatial_Visualization,11.5,1.88,Average
S2062,Graphic Designer,Spatial_Visualization,11.62,1.88,Average
S2063,Graphic Designer,Logical_Mathematical,11.5,1.88,Average
S2064,Graphic Designer,Logical_Mathematical,11.75,1.88,Average
S2065,Graphic Designer,Spatial_Visualization,11.88,1.88,Average
S2066,Graphic Designer,Spatial_Visualization,11.62,1.88,Average
S2067,Graphic Designer,Spatial_Visualization,11.5,1.88,Average
S2068,Graphic Designer,Spatial_Visualization,11.75,1.88,Average
S2069,Graphic Designer,Logical_Mathematical,11.62,1.88,Average
S2070,Graphic Designer,Logical_Mathematical,12.12,1.88,Average
S2071,Graphic Designer,Spatial_Visualization,12.25,1.88,Average
S2072,Graphic Designer,Spatial_Visualization,11.62,1.88,Average
S2073,Graphic Designer,Spatial_Visualization,11.62,1.88,Average
S2074,Graphic Designer,Spatial_Visualization,11.88,1.88,Average
S2075,Graphic Designer,Logical_Mathematical,12.5,1.88,Average
S2076,Graphic Designer,Logical_Mathematical,12.38,1.88,Average
S2077,Graphic Designer,Logical_Mathematical,11.88,1.88,Average
S2078,Graphic Designer,Spatial_Visualization,10.5,1.88,Average
S2079,Graphic Designer,Spatial_Visualization,11.0,1.88,Average
S2080,Graphic Designer,Spatial_Visualization,11.38,1.88,Average
S2081,Graphic Designer,Logical_Mathematical,12.38,1.88,Average
S2082,Graphic Designer,Logical_Mathematical,11.75,1.88,Average
S2083,Graphic Designer,Logical_Mathematical,11.0,1.88,Average
S2084,Graphic Designer,Logical_Mathematical,11.12,1.88,Average
S2085,Graphic Designer,Logical_Mathematical,11.62,1.88,Average
S2086,Graphic Designer,Logical_Mathematical,12.12,1.88,Average
S2087,Graphic Designer,Logical_Mathematical,11.75,1.88,Average
S2088,Graphic Designer,Logical_Mathematical,11.38,1.88,Average
S2089,Graphic Designer,Logical_Mathematical,11.25,1.88,Average
S2090,Graphic Designer,Logical_Mathematical,11.38,1.88,Average
S2091,Graphic Designer,Logical_Mathematical,11.88,1.88,Average
S2092,Graphic Designer,Logical_Mathematical,11.5,1.88,Average
S2093,Graphic Designer,Logical_Mathematical,12.12,1.88,Average
S2094,Graphic Designer,Logical_Mathematical,12.12,1.88,Average
S2095,Graphic Designer,Spatial_Visualization,12.5,1.88,Average
S2096,Graphic Designer,Spatial_Visualization,11.75,1.88,Average
S2097,Graphic Designer,Spatial_Visualization,11.88,1.88,Average
S2098,Graphic Designer,Spatial_Visualization,11.62,1.88,Average
S2099,Graphic Designer,Spatial_Visualization,12.12,1.88,Average
S2100,Graphic Designer,Spatial_Visualization,12.38,1.88,Average
S2101,Fashion Designer,Interpersonal,11.62,2.0,Good
S2102,Fashion Designer,Interpersonal,11.75,2.0,Good
S2103,Fashion Designer,Interpersonal,12.12,2.0,Good
S2104,Fashion Designer,Interpersonal,11.75,2.0,Good
S2105,Fashion Designer,Interpersonal,12.38,2.0,Good
S2106,Fashion Designer,Interpersonal,12.38,2.0,Good
S2107,Fashion Designer,Interpersonal,11.5,2.0,Good
S2108,Fashion Designer,Interpersonal,11.38,2.0,Good
S2109,Fashion Designer,Interpersonal,12.12,2.0,Good
S2110,Fashion Designer,Interpersonal,11.75,2.0,Good
S2111,Fashion Designer,Interpersonal,12.0,2.0,Good
S2112,Fashion Designer,Interpersonal,12.5,2.0,Good
S2113,Fashion Designer,Interpersonal,12.25,2.0,Good
S2114,Fashion Designer,Interpersonal,12.12,2.0,Good
S2115,Fashion Designer,Interpersonal,12.25,2.0,Good
S2116,Fashion Designer,Interpersonal,11.62,2.0,Good
S2117,Fashion Designer,Interpersonal,12.25,2.0,Good
S2118,Fashion Designer,Interpersonal,12.5,2.0,Good
S2119,Fashion Designer,Interpersonal,11.88,2.0,Good
S2120,Fashion Designer,Interpersonal,12.0,2.0,Good
S2121,Fashion Designer,Interpersonal,12.75,2.0,Good
S2122,Fashion Designer,Interpersonal,12.12,2.0,Good
S2123,Fashion Designer,Interpersonal,12.25,2.0,Good
S2124,Fashion Designer,Interpersonal,12.25,2.0,Good
S2125,Fashion Designer,Interpersonal,12.38,2.0,Good
S2126,Fashion Designer,Interpersonal,12.25,2.0,Good
S2127,Fashion Designer,Interpersonal,12.25,2.0,Good
S2128,Fashion Designer,Interpersonal,12.12,2.0,Good
S2129,Fashion Designer,Interpersonal,12.75,2.0,Good
S2130,Fashion Designer,Interpersonal,12.75,2.0,Good
S2131,Fashion Designer,Interpersonal,12.25,2.0,Good
S2132,Fashion Designer,Interpersonal,11.88,2.0,Good
S2133,Fashion Designer,Interpersonal,12.25,2.0,Good
S2134,Fashion Designer,Interpersonal,12.0,2.0,Good
S2135,Fashion Designer,Interpersonal,12.25,2.0,Good
S2136,Fashion Designer,Interpersonal,12.5,2.0,Good
S2137,Fashion Designer,Interpersonal,12.62,2.0,Good
S2138,Fashion Designer,Interpersonal,12.25,2.0,Good
S2139,Fashion Designer,Interpersonal,12.0,2.0,Good
S2140,Fashion Designer,Interpersonal,11.62,2.0,Good
S2141,Fashion Designer,Interpersonal,12.25,2.0,Good
S2142,Fashion Designer,Interpersonal,12.38,2.0,Good
S2143,Fashion Designer,Interpersonal,12.12,2.0,Good
S2144,Fashion Designer,Interpersonal,12.0,2.0,Good
S2145,Fashion Designer,Interpersonal,12.38,2.0,Good
S2146,Fashion Designer,Interpersonal,12.0,2.0,Good
S2147,Fashion Designer,Interpersonal,12.25,2.0,Good
S2148,Fashion Designer,Interpersonal,11.88,2.0,Good
S2149,Fashion Designer,Interpersonal,11.62,2.0,Good
S2150,Fashion Designer,Interpersonal,11.62,2.0,Good
S2151,Interior Decorator,Logical_Mathematical,12.75,2.12,Good
S2152,Interior Decorator,Logical_Mathematical,12.88,2.12,Good
S2153,Interior Decorator,Logical_Mathematical,13.0,2.12,Good
S2154,Interior Decorator,Logical_Mathematical,12.88,2.12,Good
S2155,Interior Decorator,Interpersonal,13.0,2.12,Good
S2156,Interior Decorator,Interpersonal,12.38,2.12,Good
S2157,Interior Decorator,Logical_Mathematical,13.0,2.12,Good
S2158,Interior Decorator,Logical_Mathematical,12.88,2.12,Good
S2159,Interior Decorator,Logical_Mathematical,12.62,2.12,Good
S2160,Interior Decorator,Logical_Mathematical,12.88,2.12,Good
S2161,Interior Decorator,Interpersonal,12.62,2.12,Good
S2162,Interior Decorator,Interpersonal,12.38,2.12,Good
S2163,Interior Decorator,Logical_Mathematical,13.12,2.12,Good
S2164,Interior Decorator,Logical_Mathematical,12.88,2.12,Good
S2165,Interior Decorator,Logical_Mathematical,12.88,2.12,Good
S2166,Interior Decorator,Interpersonal,12.25,2.12,Good
S2167,Interior Decorator,Interpersonal,12.12,2.12,Good
S2168,Interior Decorator,Interpersonal,12.25,2.12,Good
S2169,Interior Decorator,Logical_Mathematical,12.88,2.12,Good
S2170,Interior Decorator,Logical_Mathematical,13.12,2.12,Good
S2171,Interior Decorator,Logical_Mathematical,12.62,2.12,Good
S2172,Interior Decorator,Interpersonal,12.38,2.12,Good
S2173,Interior Decorator,Interpersonal,12.5,2.12,Good
S2174,Interior Decorator,Interpersonal,12.12,2.12,Good
S2175,Interior Decorator,Logical_Mathematical,13.0,2.12,Good
S2176,Interior Decorator,Logical_Mathematical,12.62,2.12,Good
S2177,Interior Decorator,Logical_Mathematical,12.38,2.12,Good
S2178,Interior Decorator,Logical_Mathematical,12.5,2.12,Good
S2179,Interior Decorator,Logical_Mathematical,12.25,2.12,Good
S2180,Interior Decorator,Logical_Mathematical,12.25,2.12,Good
S2181,Interior Decorator,Logical_Mathematical,12.38,2.12,Good
S2182,Interior Decorator,Logical_Mathematical,12.25,2.12,Good
S2183,Interior Decorator,Logical_Mathematical,12.62,2.12,Good
S2184,Interior Decorator,Spatial_Visualization,12.5,2.12,Good
S2185,Interior Decorator,Spatial_Visualization,12.75,2.12,Good
S2186,Interior Decorator,Interpersonal,12.88,2.12,Good
S2187,Interior Decorator,Logical_Mathematical,13.62,2.12,Good
S2188,Interior Decorator,Logical_Mathematical,13.5,2.12,Good
S2189,Interior Decorator,Interpersonal,13.12,2.12,Good
S2190,Interior Decorator,Interpersonal,13.12,2.12,Good
S2191,Interior Decorator,Interpersonal,12.62,2.12,Good
S2192,Interior Decorator,Interpersonal,12.75,2.12,Good
S2193,Interior Decorator,Logical_Mathematical,13.62,2.12,Good
S2194,Interior Decorator,Logical_Mathematical,13.5,2.12,Good
S2195,Interior Decorator,Interpersonal,13.62,2.12,Good
S2196,Interior Decorator,Spatial_Visualization,13.12,2.12,Good
S2197,Interior Decorator,Spatial_Visualization,13.0,2.12,Good
S2198,Interior Decorator,Spatial_Visualization,12.88,2.12,Good
S2199,Interior Decorator,Spatial_Visualization,13.12,2.12,Good
S2200,Interior Decorator,Spatial_Visualization,13.5,2.12,Good
S2201,Pilot,Naturalist,12.38,2.0,Good
S2202,Pilot,Logical_Mathematical,12.38,2.0,Good
S2203,Pilot,Logical_Mathematical,12.5,2.0,Good
S2204,Pilot,Logical_Mathematical,12.38,2.0,Good
S2205,Pilot,Naturalist,13.12,2.0,Good
S2206,Pilot,Logical_Mathematical,12.25,2.0,Good
S2207,Pilot,Logical_Mathematical,11.88,2.0,Good
S2208,Pilot,Logical_Mathematical,11.75,2.0,Good
S2209,Pilot,Naturalist,12.38,2.0,Good
S2210,Pilot,Logical_Mathematical,12.62,2.0,Good
S2211,Pilot,Logical_Mathematical,12.25,2.0,Good
S2212,Pilot,Logical_Mathematical,12.25,2.0,Good
S2213,Pilot,Naturalist,12.88,2.0,Good
S2214,Pilot,Logical_Mathematical,12.75,2.0,Good
S2215,Pilot,Logical_Mathematical,12.62,2.0,Good
S2216,Pilot,Logical_Mathematical,12.25,2.0,Good
S2217,Pilot,Naturalist,13.0,2.0,Good
S2218,Pilot,Logical_Mathematical,12.88,2.0,Good
S2219,Pilot,Logical_Mathematical,12.62,2.0,Good
S2220,Pilot,Logical_Mathematical,12.5,2.0,Good
S2221,Pilot,Naturalist,12.5,2.0,Good
S2222,Pilot,Naturalist,12.75,2.0,Good
S2223,Pilot,Bodily,12.38,2.0,Good
S2224,Pilot,Bodily,11.88,2.0,Good
S2225,Pilot,Naturalist,12.5,2.0,Good
S2226,Pilot,Naturalist,12.25,2.0,Good
S2227,Pilot,Bodily,12.75,2.0,Good
S2228,Pilot,Bodily,12.62,2.0,Good
S2229,Pilot,Naturalist,13.0,2.0,Good
S2230,Pilot,Naturalist,13.0,2.0,Good
S2231,Pilot,Naturalist,12.38,2.0,Good
S2232,Pilot,Logical_Mathematical,12.25,2.0,Good
S2233,Pilot,Naturalist,12.75,2.0,Good
S2234,Pilot,Naturalist,12.38,2.0,Good
S2235,Pilot,Naturalist,12.38,2.0,Good
S2236,Pilot,Naturalist,11.75,2.0,Good
S2237,Pilot,Naturalist,12.5,2.0,Good
S2238,Pilot,Naturalist,12.38,2.0,Good
S2239,Pilot,Naturalist,12.0,2.0,Good
S2240,Pilot,Naturalist,12.12,2.0,Good
S2241,Pilot,Naturalist,11.75,2.0,Good
S2242,Pilot,Naturalist,11.88,2.0,Good
S2243,Pilot,Bodily,11.75,2.0,Good
S2244,Pilot,Bodily,11.62,2.0,Good
S2245,Pilot,Naturalist,11.88,2.0,Good
S2246,Pilot,Naturalist,11.25,2.0,Good
S2247,Pilot,Bodily,11.38,2.0,Good
S2248,Pilot,Bodily,11.38,2.0,Good
S2249,Pilot,Bodily,11.38,2.0,Good
S2250,Pilot,Naturalist,11.5,2.0,Good
S2251,Psychologist,Logical_Mathematical,13.25,2.12,Good
S2252,Psychologist,Logical_Mathematical,12.88,2.12,Good
S2253,Psychologist,Logical_Mathematical,13.62,2.12,Good
S2254,Psychologist,Logical_Mathematical,13.25,2.12,Good
S2255,Psychologist,Logical_Mathematical,13.38,2.12,Good
S2256,Psychologist,Logical_Mathematical,12.25,2.12,Good
S2257,Psychologist,Interpersonal,12.88,2.12,Good
S2258,Psychologist,Logical_Mathematical,13.38,2.12,Good
S2259,Psychologist,Logical_Mathematical,13.0,2.12,Good
S2260,Psychologist,Interpersonal,13.5,2.12,Good
S2261,Psychologist,Interpersonal,12.75,2.12,Good
S2262,Psychologist,Logical_Mathematical,13.38,2.12,Good
S2263,Psychologist,Logical_Mathematical,13.0,2.12,Good
S2264,Psychologist,Logical_Mathematical,13.25,2.12,Good
S2265,Psychologist,Logical_Mathematical,13.25,2.12,Good
S2266,Psychologist,Logical_Mathematical,13.38,2.12,Good
S2267,Psychologist,Interpersonal,13.0,2.12,Good
S2268,Psychologist,Logical_Mathematical,12.75,2.12,Good
S2269,Psychologist,Intrapersonal,13.25,2.12,Good
S2270,Psychologist,Logical_Mathematical,12.25,2.12,Good
S2271,Psychologist,Interpersonal,13.25,2.12,Good
S2272,Psychologist,Logical_Mathematical,13.25,2.12,Good
S2273,Psychologist,Logical_Mathematical,12.88,2.12,Good
S2274,Psychologist,Interpersonal,13.0,2.12,Good
S2275,Psychologist,Logical_Mathematical,13.62,2.12,Good
S2276,Psychologist,Logical_Mathematical,13.38,2.12,Good
S2277,Psychologist,Logical_Mathematical,13.12,2.12,Good
S2278,Psychologist,Interpersonal,13.5,2.12,Good
S2279,Psychologist,Logical_Mathematical,12.38,2.12,Good
S2280,Psychologist,Intrapersonal,13.12,2.12,Good
S2281,Psychologist,Interpersonal,13.62,2.12,Good
S2282,Psychologist,Logical_Mathematical,13.5,2.12,Good
S2283,Psychologist,Logical_Mathematical,13.5,2.12,Good
S2284,Psychologist,Intrapersonal,12.88,2.12,Good
S2285,Psychologist,Logical_Mathematical,14.0,2.12,Good
S2286,Psychologist,Logical_Mathematical,13.38,2.12,Good
S2287,Psychologist,Intrapersonal,13.12,2.12,Good
S2288,Psychologist,Interpersonal,13.75,2.12,Good
S2289,Psychologist,Intrapersonal,13.38,2.12,Good
S2290,Psychologist,Intrapersonal,13.25,2.12,Good
S2291,Psychologist,Logical_Mathematical,13.0,2.12,Good
S2292,Psychologist,Interpersonal,13.62,2.12,Good
S2293,Psychologist,Intrapersonal,14.25,2.12,Good
S2294,Psychologist,Intrapersonal,13.62,2.12,Good
S2295,Psychologist,Logical_Mathematical,14.38,2.12,Good
S2296,Psychologist,Logical_Mathematical,14.12,2.12,Good
S2297,Psychologist,Logical_Mathematical,13.75,2.12,Good
S2298,Psychologist,Logical_Mathematical,13.75,2.12,Good
S2299,Psychologist,Interpersonal,14.0,2.12,Good
S2300,Psychologist,Logical_Mathematical,12.88,2.12,Good
S2301,Philosopher,Logical_Mathematical,12.38,2.0,Good
S2302,Philosopher,Logical_Mathematical,12.25,2.0,Good
S2303,Philosopher,Logical_Mathematical,12.12,2.0,Good
S2304,Philosopher,Logical_Mathematical,11.75,2.0,Good
S2305,Philosopher,Interpersonal,11.88,2.0,Good
S2306,Philosopher,Interpersonal,11.5,2.0,Good
S2307,Philosopher,Logical_Mathematical,12.88,2.0,Good
S2308,Philosopher,Logical_Mathematical,12.25,2.0,Good
S2309,Philosopher,Logical_Mathematical,12.25,2.0,Good
S2310,Philosopher,Interpersonal,12.25,2.0,Good
S2311,Philosopher,Interpersonal,12.12,2.0,Good
S2312,Philosopher,Interpersonal,11.62,2.0,Good
S2313,Philosopher,Logical_Mathematical,12.62,2.0,Good
S2314,Philosopher,Logical_Mathematical,12.25,2.0,Good
S2315,Philosopher,Logical_Mathematical,12.12,2.0,Good
S2316,Philosopher,Interpersonal,12.38,2.0,Good
S2317,Philosopher,Interpersonal,12.38,2.0,Good
S2318,Philosopher,Interpersonal,11.75,2.0,Good
S2319,Philosopher,Logical_Mathematical,12.62,2.0,Good
S2320,Philosopher,Logical_Mathematical,12.5,2.0,Good
S2321,Philosopher,Interpersonal,12.25,2.0,Good
S2322,Philosopher,Interpersonal,12.25,2.0,Good
S2323,Philosopher,Interpersonal,11.88,2.0,Good
S2324,Philosopher,Interpersonal,11.88,2.0,Good
S2325,Philosopher,Logical_Mathematical,13.62,2.0,Good
S2326,Philosopher,Logical_Mathematical,12.88,2.0,Good
S2327,Philosopher,Logical_Mathematical,13.0,2.0,Good
S2328,Philosopher,Logical_Mathematical,12.75,2.0,Good
S2329,Philosopher,Interpersonal,12.5,2.0,Good
S2330,Philosopher,Interpersonal,11.88,2.0,Good
S2331,Philosopher,Logical_Mathematical,13.12,2.0,Good
S2332,Philosopher,Logical_Mathematical,12.25,2.0,Good
S2333,Philosopher,Logical_Mathematical,12.25,2.0,Good
S2334,Philosopher,Logical_Mathematical,12.0,2.0,Good
S2335,Philosopher,Interpersonal,12.25,2.0,Good
S2336,Philosopher,Interpersonal,11.88,2.0,Good
S2337,Philosopher,Logical_Mathematical,13.0,2.0,Good
S2338,Philosopher,Interpersonal,12.62,2.0,Good
S2339,Philosopher,Interpersonal,12.38,2.0,Good
S2340,Philosopher,Interpersonal,12.25,2.0,Good
S2341,Philosopher,Interpersonal,12.0,2.0,Good
S2342,Philosopher,Logical_Mathematical,12.25,2.0,Good
S2343,Philosopher,Logical_Mathematical,13.75,2.0,Good
S2344,Philosopher,Logical_Mathematical,13.25,2.0,Good
S2345,Philosopher,Logical_Mathematical,13.0,2.0,Good
S2346,Philosopher,Interpersonal,13.38,2.0,Good
S2347,Philosopher,Interpersonal,12.75,2.0,Good
S2348,Philosopher,Interpersonal,12.38,2.0,Good
S2349,Philosopher,Logical_Mathematical,12.88,2.0,Good
S2350,Philosopher,Logical_Mathematical,12.0,2.0,Good
S2351,Writer,Logical_Mathematical,13.25,2.12,Good
S2352,Writer,Linguistic,13.12,2.12,Good
S2353,Writer,Linguistic,12.88,2.12,Good
S2354,Writer,Linguistic,12.5,2.12,Good
S2355,Writer,Linguistic,12.75,2.12,Good
S2356,Writer,Linguistic,12.38,2.12,Good
S2357,Writer,Logical_Mathematical,13.25,2.12,Good
S2358,Writer,Logical_Mathematical,12.88,2.12,Good
S2359,Writer,Linguistic,12.88,2.12,Good
S2360,Writer,Linguistic,12.75,2.12,Good
S2361,Writer,Linguistic,12.5,2.12,Good
S2362,Writer,Linguistic,12.12,2.12,Good
S2363,Writer,Linguistic,13.5,2.12,Good
S2364,Writer,Linguistic,13.12,2.12,Good
S2365,Writer,Linguistic,12.88,2.12,Good
S2366,Writer,Linguistic,12.5,2.12,Good
S2367,Writer,Linguistic,12.5,2.12,Good
S2368,Writer,Linguistic,12.38,2.12,Good
S2369,Writer,Logical_Mathematical,13.25,2.12,Good
S2370,Writer,Logical_Mathematical,12.88,2.12,Good
S2371,Writer,Linguistic,13.12,2.12,Good
S2372,Writer,Linguistic,13.5,2.12,Good
S2373,Writer,Linguistic,13.25,2.12,Good
S2374,Writer,Linguistic,13.0,2.12,Good
S2375,Writer,Logical_Mathematical,14.25,2.12,Good
S2376,Writer,Linguistic,14.0,2.12,Good
S2377,Writer,Linguistic,13.88,2.12,Good
S2378,Writer,Linguistic,13.5,2.12,Good
S2379,Writer,Linguistic,13.25,2.12,Good
S2380,Writer,Linguistic,13.38,2.12,Good
S2381,Writer,Logical_Mathematical,14.25,2.12,Good
S2382,Writer,Logical_Mathematical,13.88,2.12,Good
S2383,Writer,Logical_Mathematical,13.62,2.12,Good
S2384,Writer,Logical_Mathematical,13.12,2.12,Good
S2385,Writer,Logical_Mathematical,13.0,2.12,Good
S2386,Writer,Linguistic,12.75,2.12,Good
S2387,Writer,Logical_Mathematical,14.25,2.12,Good
S2388,Writer,Logical_Mathematical,13.5,2.12,Good
S2389,Writer,Logical_Mathematical,13.25,2.12,Good
S2390,Writer,Linguistic,13.38,2.12,Good
S2391,Writer,Linguistic,13.12,2.12,Good
S2392,Writer,Linguistic,13.12,2.12,Good
S2393,Writer,Logical_Mathematical,14.0,2.12,Good
S2394,Writer,Logical_Mathematical,13.62,2.12,Good
S2395,Writer,Logical_Mathematical,13.5,2.12,Good
S2396,Writer,Logical_Mathematical,13.25,2.12,Good
S2397,Writer,Linguistic,13.12,2.12,Good
S2398,Writer,Linguistic,12.88,2.12,Good
S2399,Writer,Logical_Mathematical,13.25,2.12,Good
S2400,Writer,Linguistic,12.75,2.12,Good
S2401,Criminologist,Logical_Mathematical,13.12,2.12,Good
S2402,Criminologist,Logical_Mathematical,12.88,2.12,Good
S2403,Criminologist,Logical_Mathematical,13.5,2.12,Good
S2404,Criminologist,Logical_Mathematical,13.62,2.12,Good
S2405,Criminologist,Logical_Mathematical,12.75,2.12,Good
S2406,Criminologist,Interpersonal,12.12,2.12,Good
S2407,Criminologist,Logical_Mathematical,13.5,2.12,Good
S2408,Criminologist,Logical_Mathematical,13.38,2.12,Good
S2409,Criminologist,Logical_Mathematical,13.5,2.12,Good
S2410,Criminologist,Interpersonal,13.38,2.12,Good
S2411,Criminologist,Interpersonal,12.75,2.12,Good
S2412,Criminologist,Interpersonal,12.75,2.12,Good
S2413,Criminologist,Logical_Mathematical,13.38,2.12,Good
S2414,Criminologist,Logical_Mathematical,13.0,2.12,Good
S2415,Criminologist,Logical_Mathematical,13.25,2.12,Good
S2416,Criminologist,Interpersonal,12.88,2.12,Good
S2417,Criminologist,Interpersonal,13.0,2.12,Good
S2418,Criminologist,Interpersonal,12.75,2.12,Good
S2419,Criminologist,Logical_Mathematical,14.0,2.12,Good
S2420,Criminologist,Logical_Mathematical,13.75,2.12,Good
S2421,Criminologist,Logical_Mathematical,12.75,2.12,Good
S2422,Criminologist,Logical_Mathematical,12.75,2.12,Good
S2423,Criminologist,Interpersonal,12.75,2.12,Good
S2424,Criminologist,Interpersonal,12.75,2.12,Good
S2425,Criminologist,Logical_Mathematical,14.5,2.12,Good
S2426,Criminologist,Logical_Mathematical,14.0,2.12,Good
S2427,Criminologist,Interpersonal,13.12,2.12,Good
S2428,Criminologist,Interpersonal,13.12,2.12,Good
S2429,Criminologist,Interpersonal,13.38,2.12,Good
S2430,Criminologist,Interpersonal,13.0,2.12,Good
S2431,Criminologist,Logical_Mathematical,14.38,2.12,Good
S2432,Criminologist,Logical_Mathematical,13.25,2.12,Good
S2433,Criminologist,Logical_Mathematical,13.75,2.12,Good
S2434,Criminologist,Logical_Mathematical,12.88,2.12,Good
S2435,Criminologist,Logical_Mathematical,12.12,2.12,Good
S2436,Criminologist,Interpersonal,13.12,2.12,Good
S2437,Criminologist,Logical_Mathematical,14.62,2.12,Good
S2438,Criminologist,Logical_Mathematical,12.88,2.12,Good
S2439,Criminologist,Logical_Mathematical,12.75,2.12,Good
S2440,Criminologist,Logical_Mathematical,13.0,2.12,Good
S2441,Criminologist,Logical_Mathematical,13.12,2.12,Good
S2442,Criminologist,Logical_Mathematical,12.62,2.12,Good
S2443,Criminologist,Logical_Mathematical,13.25,2.12,Good
S2444,Criminologist,Logical_Mathematical,13.38,2.12,Good
S2445,Criminologist,Logical_Mathematical,13.5,2.12,Good
S2446,Criminologist,Logical_Mathematical,12.75,2.12,Good
S2447,Criminologist,Logical_Mathematical,12.62,2.12,Good
S2448,Criminologist,Interpersonal,13.0,2.12,Good
S2449,Criminologist,Interpersonal,13.5,2.12,Good
S2450,Criminologist,Logical_Mathematical,12.75,2.12,Good
S2451,Company secretary,Linguistic,13.88,2.25,Good
S2452,Company secretary,Linguistic,13.25,2.25,Good
S2453,Company secretary,Linguistic,13.12,2.25,Good
S2454,Company secretary,Logical_Mathematical,13.5,2.25,Good
S2455,Company secretary,Intrapersonal,13.5,2.25,Good
S2456,Company secretary,Intrapersonal,13.12,2.25,Good
S2457,Company secretary,Linguistic,14.0,2.25,Good
S2458,Company secretary,Linguistic,13.62,2.25,Good
S2459,Company secretary,Linguistic,13.38,2.25,Good
S2460,Company secretary,Linguistic,12.88,2.25,Good
S2461,Company secretary,Linguistic,12.62,2.25,Good
S2462,Company secretary,Logical_Mathematical,13.12,2.25,Good
S2463,Company secretary,Linguistic,14.38,2.25,Good
S2464,Company secretary,Linguistic,13.88,2.25,Good
S2465,Company secretary,Linguistic,13.38,2.25,Good
S2466,Company secretary,Linguistic,13.12,2.25,Good
S2467,Company secretary,Logical_Mathematical,13.12,2.25,Good
S2468,Company secretary,Intrapersonal,12.5,2.25,Good
S2469,Company secretary,Linguistic,13.38,2.25,Good
S2470,Company secretary,Logical_Mathematical,13.75,2.25,Good
S2471,Company secretary,Intrapersonal,14.25,2.25,Good
